GENE	sumZ	numObs	normZ	pval_synth	rank_synth	fdr_synth	pval_supp	rank_supp	fdr_supp
DPPA4	0.30	5	0.27	0.606	11126	0.949	0.394	6876	0.934
FAM47B	0.30	5	0.27	0.606	11127	0.949	0.394	6875	0.934
TMEM161A	0.30	5	0.27	0.606	11128	0.949	0.394	6874	0.934
PILRB	0.27	4	0.27	0.606	11129	0.949	0.394	6873	0.934
FAM154A	0.30	5	0.27	0.606	11130	0.949	0.394	6872	0.934
PIK3CD	0.27	4	0.27	0.606	11131	0.949	0.394	6871	0.934
COX5A	0.30	5	0.27	0.606	11132	0.949	0.394	6870	0.934
POU3F3	0.30	5	0.27	0.606	11133	0.949	0.394	6869	0.934
PPP6R1	0.30	5	0.27	0.606	11134	0.949	0.394	6868	0.934
DPPA2	0.30	5	0.27	0.606	11135	0.949	0.394	6867	0.934
TNFAIP8L1	0.30	5	0.27	0.606	11136	0.949	0.394	6866	0.934
IDH1	0.30	5	0.27	0.606	11137	0.949	0.394	6865	0.934
BAI1	0.30	5	0.27	0.606	11138	0.949	0.394	6864	0.934
FGFBP2	0.30	5	0.27	0.606	11139	0.949	0.394	6863	0.934
APEH	0.30	5	0.27	0.606	11140	0.949	0.394	6862	0.934
SLC7A9	0.30	5	0.27	0.606	11141	0.949	0.394	6861	0.934
FAM78A	0.30	5	0.27	0.606	11142	0.949	0.394	6860	0.934
ZNF793	0.30	5	0.27	0.606	11143	0.949	0.394	6859	0.934
FSTL1	0.30	5	0.27	0.606	11144	0.949	0.394	6858	0.934
RPAIN	0.36	7	0.27	0.606	11145	0.949	0.394	6857	0.934
BCS1L	0.30	5	0.27	0.606	11146	0.949	0.394	6856	0.934
RTP1	0.30	5	0.27	0.606	11147	0.949	0.394	6855	0.934
PLTP	0.30	5	0.27	0.606	11148	0.949	0.394	6854	0.934
TIMM10	0.30	5	0.27	0.606	11149	0.949	0.394	6853	0.934
COX7C	0.19	2	0.27	0.606	11150	0.949	0.394	6852	0.934
HBM	0.30	5	0.27	0.606	11151	0.949	0.394	6851	0.934
EHMT1	0.30	5	0.27	0.607	11152	0.949	0.393	6850	0.934
NOL4	0.30	5	0.27	0.607	11153	0.949	0.393	6849	0.934
DOCK4	0.30	5	0.27	0.607	11154	0.949	0.393	6848	0.934
GALE	0.31	5	0.27	0.607	11155	0.949	0.393	6847	0.934
TMEM128	0.31	5	0.27	0.607	11156	0.949	0.393	6846	0.934
TNFRSF11B	0.31	5	0.27	0.607	11157	0.949	0.393	6845	0.934
DBP	0.31	5	0.27	0.607	11158	0.949	0.393	6844	0.934
ADAM11	0.31	5	0.27	0.607	11159	0.949	0.393	6843	0.934
ZNF654	0.27	4	0.27	0.607	11160	0.949	0.393	6842	0.934
TMTC2	0.31	5	0.27	0.607	11161	0.949	0.393	6841	0.934
ADAT3	0.31	5	0.27	0.607	11162	0.949	0.393	6840	0.934
BMX	0.31	5	0.27	0.607	11163	0.949	0.393	6839	0.934
ANGPTL1	0.31	5	0.27	0.607	11164	0.949	0.393	6838	0.934
ARHGEF38	0.31	5	0.27	0.607	11165	0.949	0.393	6837	0.934
MIA2	0.31	5	0.27	0.607	11166	0.949	0.393	6836	0.934
PPP1R9A	0.31	5	0.27	0.607	11167	0.949	0.393	6835	0.934
PPP1R17	0.39	8	0.27	0.607	11168	0.949	0.393	6834	0.934
KRT2	0.31	5	0.27	0.607	11169	0.949	0.393	6833	0.934
ZNF774	0.31	5	0.27	0.607	11170	0.949	0.393	6832	0.934
SCRN3	0.31	5	0.27	0.607	11171	0.949	0.393	6831	0.934
CPXCR1	0.31	5	0.27	0.607	11172	0.949	0.393	6830	0.934
FBXO7	0.31	5	0.27	0.607	11173	0.949	0.393	6829	0.934
PHYHIP	0.31	5	0.27	0.607	11174	0.949	0.393	6828	0.934
ZNF629	0.28	4	0.27	0.607	11175	0.949	0.393	6827	0.934
VTI1B	0.31	5	0.27	0.607	11176	0.949	0.393	6826	0.934
MAOA	0.31	5	0.27	0.607	11177	0.949	0.393	6825	0.934
DCLRE1B	0.31	5	0.27	0.607	11178	0.949	0.393	6824	0.934
FAM53B	0.31	5	0.27	0.607	11179	0.949	0.393	6823	0.934
ZNF772	0.31	5	0.27	0.608	11180	0.949	0.392	6822	0.934
RNF186	0.28	4	0.27	0.608	11181	0.949	0.392	6821	0.934
CA11	0.31	5	0.27	0.608	11182	0.949	0.392	6820	0.934
SWSAP1	0.31	5	0.27	0.608	11183	0.949	0.392	6819	0.934
CALR	0.28	4	0.27	0.608	11184	0.949	0.392	6818	0.934
ATM	0.31	5	0.27	0.608	11185	0.949	0.392	6817	0.934
TRPC6	0.31	5	0.27	0.608	11186	0.949	0.392	6816	0.934
NDUFA10	0.31	5	0.27	0.608	11187	0.949	0.392	6815	0.934
KLC3	0.31	5	0.27	0.608	11188	0.949	0.392	6814	0.934
ZNF721	0.31	5	0.27	0.608	11189	0.949	0.392	6813	0.934
C3orf52	0.31	5	0.27	0.608	11190	0.949	0.392	6812	0.934
ECT2L	0.31	5	0.27	0.608	11191	0.949	0.392	6811	0.934
ZNF831	0.31	5	0.27	0.608	11192	0.949	0.392	6810	0.934
GNAT1	0.31	5	0.27	0.608	11193	0.949	0.392	6809	0.934
PDGFC	0.28	4	0.27	0.608	11194	0.949	0.392	6808	0.934
MMACHC	0.32	5	0.27	0.608	11195	0.949	0.392	6807	0.934
TSSC4	0.32	5	0.27	0.608	11196	0.949	0.392	6806	0.934
NRP1	0.32	5	0.27	0.608	11197	0.949	0.392	6805	0.934
TPGS1	0.28	4	0.28	0.608	11198	0.949	0.392	6804	0.934
ISG15	0.32	5	0.28	0.609	11199	0.949	0.391	6803	0.934
PGLYRP2	0.32	5	0.28	0.609	11200	0.949	0.391	6802	0.934
S100A7A	0.20	2	0.28	0.609	11201	0.949	0.391	6801	0.934
ARPC5	0.32	5	0.28	0.609	11202	0.949	0.391	6800	0.934
SOX12	0.32	5	0.28	0.609	11203	0.949	0.391	6799	0.934
CCDC149	0.32	5	0.28	0.609	11204	0.949	0.391	6798	0.934
PLP2	0.32	5	0.28	0.609	11205	0.949	0.391	6797	0.934
AMER2	0.32	5	0.28	0.609	11206	0.949	0.391	6796	0.934
KRT28	0.32	5	0.28	0.609	11207	0.949	0.391	6795	0.934
MLIP	0.32	5	0.28	0.609	11208	0.949	0.391	6794	0.934
C10orf120	0.32	5	0.28	0.609	11209	0.949	0.391	6793	0.934
GCC1	0.32	5	0.28	0.609	11210	0.949	0.391	6792	0.934
KCNH5	0.32	5	0.28	0.609	11211	0.949	0.391	6791	0.934
CDH23	0.45	10	0.28	0.609	11212	0.949	0.391	6790	0.934
GPC6	0.32	5	0.28	0.609	11213	0.949	0.391	6789	0.934
ALOX15B	0.32	5	0.28	0.609	11214	0.949	0.391	6788	0.934
TRIM5	0.32	5	0.28	0.609	11215	0.949	0.391	6787	0.934
TTYH1	0.32	5	0.28	0.609	11216	0.949	0.391	6786	0.934
TRMT10A	0.32	5	0.28	0.609	11217	0.949	0.391	6785	0.934
TUBA1A	0.29	4	0.28	0.609	11218	0.949	0.391	6784	0.934
C16orf92	0.32	5	0.28	0.609	11219	0.949	0.391	6783	0.934
HSPD1	0.25	3	0.28	0.609	11220	0.949	0.391	6782	0.934
ADCYAP1R1	0.32	5	0.28	0.609	11221	0.949	0.391	6781	0.934
ALDH9A1	0.32	5	0.28	0.609	11222	0.949	0.391	6780	0.934
USP47	0.32	5	0.28	0.609	11223	0.949	0.391	6779	0.934
SLC2A9	0.32	5	0.28	0.609	11224	0.949	0.391	6778	0.934
ZMYND11	0.32	5	0.28	0.609	11225	0.949	0.391	6777	0.934
CDH4	0.33	5	0.28	0.61	11226	0.949	0.39	6776	0.934
SPATA13	0.33	5	0.28	0.61	11227	0.949	0.39	6775	0.934
C8orf58	0.33	5	0.28	0.61	11228	0.949	0.39	6774	0.934
PRCP	0.33	5	0.28	0.61	11229	0.949	0.39	6773	0.934
SHC3	0.33	5	0.28	0.61	11230	0.949	0.39	6772	0.934
WT1	0.33	5	0.28	0.61	11231	0.949	0.39	6771	0.934
NDUFAF4	0.29	4	0.28	0.61	11232	0.949	0.39	6770	0.934
ADAM9	0.33	5	0.28	0.61	11233	0.949	0.39	6769	0.934
CD200R1L	0.33	5	0.28	0.61	11234	0.949	0.39	6768	0.934
SLC17A7	0.33	5	0.28	0.61	11235	0.949	0.39	6767	0.934
ITSN2	0.33	5	0.28	0.61	11236	0.949	0.39	6766	0.934
HARS	0.33	5	0.28	0.61	11237	0.949	0.39	6765	0.934
HMP19	0.29	4	0.28	0.61	11238	0.949	0.39	6764	0.934
CXorf27	0.33	5	0.28	0.61	11239	0.949	0.39	6763	0.934
ZNF808	0.33	5	0.28	0.61	11240	0.949	0.39	6762	0.934
LY6G5C	0.33	5	0.28	0.61	11241	0.949	0.39	6761	0.934
ACAA2	0.33	5	0.28	0.61	11242	0.949	0.39	6760	0.934
CBFB	0.33	5	0.28	0.61	11243	0.949	0.39	6759	0.934
KIAA0319L	0.30	4	0.28	0.611	11244	0.949	0.389	6758	0.934
ASPRV1	0.33	5	0.28	0.611	11245	0.949	0.389	6757	0.934
CDRT15L2	0.33	5	0.28	0.611	11246	0.949	0.389	6756	0.934
CLEC4F	0.33	5	0.28	0.611	11247	0.949	0.389	6755	0.934
CYP2C19	0.33	5	0.28	0.611	11248	0.949	0.389	6754	0.934
CCT2	0.33	5	0.28	0.611	11249	0.949	0.389	6753	0.934
SLC6A17	0.33	5	0.28	0.611	11250	0.949	0.389	6752	0.934
ZFYVE16	0.33	5	0.28	0.611	11251	0.949	0.389	6751	0.934
ZNF254	0.45	9	0.28	0.611	11252	0.949	0.389	6750	0.934
HIRA	0.34	5	0.28	0.611	11253	0.949	0.389	6749	0.934
CPB1	0.34	5	0.28	0.611	11254	0.949	0.389	6748	0.934
NTN1	0.30	4	0.28	0.611	11255	0.949	0.389	6747	0.934
TRIM59	0.34	5	0.28	0.611	11256	0.949	0.389	6746	0.934
TMEM126B	0.26	3	0.28	0.611	11257	0.949	0.389	6745	0.934
GTSCR1	0.34	5	0.28	0.611	11258	0.949	0.389	6744	0.934
C1orf68	0.34	5	0.28	0.612	11259	0.949	0.388	6743	0.934
WDR1	0.30	4	0.28	0.612	11260	0.949	0.388	6742	0.934
ZCCHC4	0.34	5	0.28	0.612	11261	0.949	0.388	6741	0.934
SLC17A8	0.34	5	0.28	0.612	11262	0.949	0.388	6740	0.934
FAM166A	0.34	5	0.28	0.612	11263	0.949	0.388	6739	0.934
GUCA2A	0.34	5	0.28	0.612	11264	0.949	0.388	6738	0.934
SLC44A2	0.34	5	0.28	0.612	11265	0.949	0.388	6737	0.934
CDH22	0.34	5	0.28	0.612	11266	0.949	0.388	6736	0.934
C9orf47	0.34	5	0.28	0.612	11267	0.949	0.388	6735	0.934
GABRR2	0.34	5	0.28	0.612	11268	0.949	0.388	6734	0.934
INTS6	0.43	8	0.28	0.612	11269	0.949	0.388	6733	0.934
STRN	0.34	5	0.28	0.612	11270	0.949	0.388	6732	0.934
LAMA2	0.34	5	0.28	0.612	11271	0.949	0.388	6731	0.934
ZNF324	0.34	5	0.28	0.612	11272	0.949	0.388	6730	0.934
THAP8	0.34	5	0.29	0.612	11273	0.949	0.388	6729	0.934
CCDC167	0.34	5	0.29	0.612	11274	0.949	0.388	6728	0.934
C17orf47	0.34	5	0.29	0.612	11275	0.949	0.388	6727	0.934
C5orf28	0.34	5	0.29	0.612	11276	0.949	0.388	6726	0.934
TMEM163	0.34	5	0.29	0.612	11277	0.949	0.388	6725	0.934
CCR4	0.34	5	0.29	0.612	11278	0.949	0.388	6724	0.934
PSEN2	0.34	5	0.29	0.612	11279	0.949	0.388	6723	0.934
C19orf47	0.35	5	0.29	0.613	11280	0.949	0.387	6722	0.934
BTC	0.35	5	0.29	0.613	11281	0.949	0.387	6721	0.934
B2M	0.35	5	0.29	0.613	11282	0.949	0.387	6720	0.934
XKR8	0.35	5	0.29	0.613	11283	0.949	0.387	6719	0.934
VPS41	0.31	4	0.29	0.613	11284	0.949	0.387	6718	0.934
IRX5	0.35	5	0.29	0.613	11285	0.949	0.387	6717	0.934
NOD2	0.35	5	0.29	0.613	11286	0.949	0.387	6716	0.934
ESR1	0.35	5	0.29	0.613	11287	0.949	0.387	6715	0.934
DAND5	0.35	5	0.29	0.613	11288	0.949	0.387	6714	0.934
PTPN18	0.35	5	0.29	0.613	11289	0.949	0.387	6713	0.934
EXD1	0.35	5	0.29	0.613	11290	0.949	0.387	6712	0.934
LIG4	0.31	4	0.29	0.613	11291	0.949	0.387	6711	0.934
SERPINA3	0.35	5	0.29	0.613	11292	0.949	0.387	6710	0.934
PSMC3IP	0.35	5	0.29	0.613	11293	0.949	0.387	6709	0.934
PGRMC2	0.35	5	0.29	0.613	11294	0.949	0.387	6708	0.934
PGK1	0.35	5	0.29	0.613	11295	0.949	0.387	6707	0.934
NBPF3	0.38	6	0.29	0.613	11296	0.949	0.387	6706	0.934
TCTN2	0.35	5	0.29	0.613	11297	0.949	0.387	6705	0.934
RHOV	0.35	5	0.29	0.613	11298	0.949	0.387	6704	0.934
ERC1	0.35	5	0.29	0.614	11299	0.949	0.386	6703	0.934
DPPA3	0.35	5	0.29	0.614	11300	0.949	0.386	6702	0.934
ZNF574	0.35	5	0.29	0.614	11301	0.949	0.386	6701	0.934
C14orf183	0.35	5	0.29	0.614	11302	0.949	0.386	6700	0.934
TSPAN7	0.35	5	0.29	0.614	11303	0.949	0.386	6699	0.934
HCRTR1	0.35	5	0.29	0.614	11304	0.949	0.386	6698	0.934
ACTBL2	0.35	5	0.29	0.614	11305	0.949	0.386	6697	0.934
CTTNBP2NL	0.35	5	0.29	0.614	11306	0.949	0.386	6696	0.934
SIRT3	0.35	5	0.29	0.614	11307	0.949	0.386	6695	0.934
KRT6C	0.22	2	0.29	0.614	11308	0.949	0.386	6694	0.934
AGXT2	0.35	5	0.29	0.614	11309	0.949	0.386	6693	0.934
CDCA4	0.35	5	0.29	0.614	11310	0.949	0.386	6692	0.934
PIGQ	0.36	5	0.29	0.614	11311	0.949	0.386	6691	0.934
AGPAT5	0.36	5	0.29	0.614	11312	0.949	0.386	6690	0.934
SLC25A31	0.32	4	0.29	0.614	11313	0.949	0.386	6689	0.934
ZSWIM6	0.36	5	0.29	0.614	11314	0.949	0.386	6688	0.934
MCTP2	0.36	5	0.29	0.614	11315	0.949	0.386	6687	0.934
RCAN1	0.55	12	0.29	0.614	11316	0.949	0.386	6686	0.934
F8	0.50	10	0.29	0.614	11317	0.949	0.386	6685	0.934
NRBP2	0.36	5	0.29	0.614	11318	0.949	0.386	6684	0.934
SYDE2	0.36	5	0.29	0.614	11319	0.949	0.386	6683	0.934
GNL2	0.36	5	0.29	0.614	11320	0.949	0.386	6682	0.934
SORD	0.36	5	0.29	0.614	11321	0.949	0.386	6681	0.934
CPSF7	0.36	5	0.29	0.614	11322	0.949	0.386	6680	0.934
METTL10	0.36	5	0.29	0.614	11323	0.949	0.386	6679	0.934
FLII	0.36	5	0.29	0.614	11324	0.949	0.386	6678	0.934
ARSA	0.36	5	0.29	0.614	11325	0.949	0.386	6677	0.934
CTIF	0.36	5	0.29	0.615	11326	0.949	0.385	6676	0.934
STXBP1	0.36	5	0.29	0.615	11327	0.949	0.385	6675	0.934
EMP3	0.36	5	0.29	0.615	11328	0.949	0.385	6674	0.934
PTCHD3	0.36	5	0.29	0.615	11329	0.949	0.385	6673	0.934
GABRA4	0.36	5	0.29	0.615	11330	0.949	0.385	6672	0.934
RABEP2	0.36	5	0.29	0.615	11331	0.949	0.385	6671	0.934
AFAP1L1	0.32	4	0.29	0.615	11332	0.949	0.385	6670	0.934
LIPM	0.36	5	0.29	0.615	11333	0.949	0.385	6669	0.934
ATP1A2	0.32	4	0.29	0.615	11334	0.949	0.385	6668	0.934
KIAA0226L	0.36	5	0.29	0.615	11335	0.949	0.385	6667	0.934
NCOA5	0.36	5	0.29	0.615	11336	0.949	0.385	6666	0.934
CARD14	0.36	5	0.29	0.615	11337	0.949	0.385	6665	0.934
SMAGP	0.36	5	0.29	0.615	11338	0.949	0.385	6664	0.934
ZNF783	0.36	5	0.29	0.615	11339	0.949	0.385	6663	0.934
C1orf65	0.36	5	0.29	0.615	11340	0.949	0.385	6662	0.934
CXorf65	0.36	5	0.29	0.615	11341	0.949	0.385	6661	0.934
PDZD8	0.36	5	0.29	0.615	11342	0.949	0.385	6660	0.934
CEP128	0.36	5	0.29	0.615	11343	0.949	0.385	6659	0.934
APOBEC4	0.36	5	0.29	0.615	11344	0.949	0.385	6658	0.934
TAPBPL	0.36	5	0.29	0.615	11345	0.949	0.385	6657	0.934
PFDN4	0.28	3	0.29	0.615	11346	0.949	0.385	6656	0.934
ESRP1	0.36	5	0.29	0.615	11347	0.949	0.385	6655	0.934
AEN	0.37	5	0.29	0.615	11348	0.949	0.385	6654	0.934
SLC16A8	0.37	5	0.29	0.615	11349	0.949	0.385	6653	0.934
FAM129C	0.37	5	0.29	0.616	11350	0.949	0.384	6652	0.934
PEBP4	0.37	5	0.29	0.616	11351	0.949	0.384	6651	0.934
LDHAL6A	0.37	5	0.29	0.616	11352	0.949	0.384	6650	0.934
RAPGEF1	0.37	5	0.29	0.616	11353	0.949	0.384	6649	0.934
SPZ1	0.37	5	0.29	0.616	11354	0.949	0.384	6648	0.934
SLC7A1	0.37	5	0.29	0.616	11355	0.949	0.384	6647	0.934
GALK1	0.37	5	0.29	0.616	11356	0.949	0.384	6646	0.934
OSTM1	0.37	5	0.30	0.616	11357	0.949	0.384	6645	0.934
THAP3	0.37	5	0.30	0.616	11358	0.949	0.384	6644	0.934
SEC14L5	0.37	5	0.30	0.616	11359	0.949	0.384	6643	0.934
SH3GL1	0.41	6	0.30	0.616	11360	0.949	0.384	6642	0.934
SPATA22	0.37	5	0.30	0.616	11361	0.949	0.384	6641	0.934
ODF1	0.37	5	0.30	0.616	11362	0.949	0.384	6640	0.934
LAIR1	0.33	4	0.30	0.616	11363	0.949	0.384	6639	0.934
TSPYL5	0.37	5	0.30	0.616	11364	0.949	0.384	6638	0.934
CRIP2	0.33	4	0.30	0.616	11365	0.949	0.384	6637	0.934
ZNF407	0.37	5	0.30	0.617	11366	0.949	0.383	6636	0.934
TBC1D4	0.37	5	0.30	0.617	11367	0.949	0.383	6635	0.934
KCTD11	0.37	5	0.30	0.617	11368	0.949	0.383	6634	0.934
ZNF3	0.41	6	0.30	0.617	11369	0.949	0.383	6633	0.934
ANKRD31	0.37	5	0.30	0.617	11370	0.949	0.383	6632	0.934
C3orf72	0.37	5	0.30	0.617	11371	0.949	0.383	6631	0.934
TFDP3	0.37	5	0.30	0.617	11372	0.949	0.383	6630	0.934
NHLRC4	0.37	5	0.30	0.617	11373	0.949	0.383	6629	0.934
SLC18A3	0.37	5	0.30	0.617	11374	0.949	0.383	6628	0.934
IDUA	0.38	5	0.30	0.617	11375	0.949	0.383	6627	0.934
SULT6B1	0.38	5	0.30	0.617	11376	0.949	0.383	6626	0.934
EMR3	0.38	5	0.30	0.617	11377	0.949	0.383	6625	0.934
MPDZ	0.38	5	0.30	0.617	11378	0.949	0.383	6624	0.934
CSF3	0.41	6	0.30	0.617	11379	0.949	0.383	6623	0.934
IBSP	0.38	5	0.30	0.617	11380	0.949	0.383	6622	0.934
GLG1	0.38	5	0.30	0.617	11381	0.949	0.383	6621	0.934
PPM1J	0.38	5	0.30	0.617	11382	0.949	0.383	6620	0.934
TARBP1	0.38	5	0.30	0.617	11383	0.949	0.383	6619	0.934
C5orf66	0.38	5	0.30	0.617	11384	0.949	0.383	6618	0.934
LOC147646	0.38	5	0.30	0.617	11385	0.949	0.383	6617	0.934
PIN4	0.41	6	0.30	0.617	11386	0.949	0.383	6616	0.934
MYO6	0.38	5	0.30	0.617	11387	0.949	0.383	6615	0.934
ECHDC2	0.34	4	0.30	0.617	11388	0.949	0.383	6614	0.934
HTRA3	0.38	5	0.30	0.618	11389	0.949	0.382	6613	0.934
MAP2K6	0.38	5	0.30	0.618	11390	0.949	0.382	6612	0.934
FAM117B	0.38	5	0.30	0.618	11391	0.949	0.382	6611	0.934
NDUFA8	0.38	5	0.30	0.618	11392	0.949	0.382	6610	0.934
ORC1	0.38	5	0.30	0.618	11393	0.949	0.382	6609	0.934
UGT2A2	0.38	5	0.30	0.618	11394	0.949	0.382	6608	0.934
UTF1	0.38	5	0.30	0.618	11395	0.949	0.382	6607	0.934
ADARB1	0.38	5	0.30	0.618	11396	0.949	0.382	6606	0.934
TBC1D10C	0.38	5	0.30	0.618	11397	0.949	0.382	6605	0.934
MCOLN1	0.38	5	0.30	0.618	11398	0.949	0.382	6604	0.934
ZNF587B	0.34	4	0.30	0.618	11399	0.949	0.382	6603	0.934
STXBP4	0.38	5	0.30	0.618	11400	0.949	0.382	6602	0.934
PTPRO	0.51	9	0.30	0.618	11401	0.949	0.382	6601	0.934
FYCO1	0.38	5	0.30	0.618	11402	0.949	0.382	6600	0.934
GAL3ST4	0.38	5	0.30	0.618	11403	0.949	0.382	6599	0.934
CHIC2	0.38	5	0.30	0.618	11404	0.949	0.382	6598	0.934
HLA-DPB1	0.38	5	0.30	0.618	11405	0.949	0.382	6597	0.934
PRAP1	0.38	5	0.30	0.618	11406	0.949	0.382	6596	0.934
SYT5	0.39	5	0.30	0.618	11407	0.949	0.382	6595	0.934
C12orf40	0.39	5	0.30	0.619	11408	0.949	0.381	6594	0.934
MGAT1	0.39	5	0.30	0.619	11409	0.949	0.381	6593	0.934
TFF2	0.39	5	0.30	0.619	11410	0.949	0.381	6592	0.934
ZNF615	0.39	5	0.30	0.619	11411	0.949	0.381	6591	0.934
SH2D6	0.39	5	0.30	0.619	11412	0.949	0.381	6590	0.934
PTEN	0.35	4	0.30	0.619	11413	0.949	0.381	6589	0.934
DISC1	0.60	12	0.30	0.619	11414	0.949	0.381	6588	0.934
TMEM198	0.39	5	0.30	0.619	11415	0.949	0.381	6587	0.934
ZCCHC24	0.39	5	0.30	0.619	11416	0.949	0.381	6586	0.934
RIT2	0.39	5	0.30	0.619	11417	0.949	0.381	6585	0.934
GAP43	0.39	5	0.30	0.619	11418	0.949	0.381	6584	0.934
C5orf24	0.39	5	0.30	0.619	11419	0.949	0.381	6583	0.934
CDY1B	0.17	1	0.30	0.619	11420	0.949	0.381	6582	0.934
GAST	0.39	5	0.30	0.619	11421	0.949	0.381	6581	0.934
HSPB8	0.35	4	0.30	0.619	11422	0.949	0.381	6580	0.934
C13orf35	0.39	5	0.30	0.619	11423	0.949	0.381	6579	0.934
CYP4V2	0.39	5	0.30	0.619	11424	0.949	0.381	6578	0.934
POLR3E	0.39	5	0.30	0.619	11425	0.949	0.381	6577	0.934
CDAN1	0.39	5	0.30	0.619	11426	0.949	0.381	6576	0.934
MMP28	0.39	5	0.30	0.619	11427	0.949	0.381	6575	0.934
PPFIA4	0.39	5	0.30	0.619	11428	0.949	0.381	6574	0.934
DUSP9	0.39	5	0.30	0.619	11429	0.949	0.381	6573	0.934
SPIB	0.52	9	0.30	0.619	11430	0.949	0.381	6572	0.934
MIER2	0.39	5	0.30	0.619	11431	0.949	0.381	6571	0.934
ZNF222	0.39	5	0.30	0.619	11432	0.949	0.381	6570	0.934
NPY2R	0.39	5	0.30	0.619	11433	0.949	0.381	6569	0.934
C1orf234	0.39	5	0.30	0.619	11434	0.949	0.381	6568	0.934
MAGT1	0.39	5	0.30	0.62	11435	0.949	0.38	6567	0.934
GFI1	0.39	5	0.30	0.62	11436	0.949	0.38	6566	0.934
GCC2	0.39	5	0.30	0.62	11437	0.949	0.38	6565	0.934
IL1F10	0.39	5	0.30	0.62	11438	0.949	0.38	6564	0.934
LIMS2	0.43	6	0.30	0.62	11439	0.949	0.38	6563	0.934
JPH4	0.39	5	0.31	0.62	11440	0.949	0.38	6562	0.934
NHSL1	0.40	5	0.31	0.62	11441	0.949	0.38	6561	0.934
WFDC1	0.40	5	0.31	0.62	11442	0.949	0.38	6560	0.934
THEM5	0.35	4	0.31	0.62	11443	0.949	0.38	6559	0.934
ADAMTS19	0.40	5	0.31	0.62	11444	0.949	0.38	6558	0.934
TULP2	0.40	5	0.31	0.62	11445	0.949	0.38	6557	0.934
FAM179B	0.40	5	0.31	0.62	11446	0.949	0.38	6556	0.934
SKOR2	0.40	5	0.31	0.62	11447	0.949	0.38	6555	0.934
CDC42BPB	0.40	5	0.31	0.62	11448	0.949	0.38	6554	0.934
PRAMEF2	0.18	1	0.31	0.621	11449	0.949	0.379	6553	0.934
METAP1	0.36	4	0.31	0.621	11450	0.949	0.379	6552	0.934
CAPZA1	0.40	5	0.31	0.621	11451	0.949	0.379	6551	0.934
LOR	0.40	5	0.31	0.621	11452	0.949	0.379	6550	0.934
GLB1	0.40	5	0.31	0.621	11453	0.949	0.379	6549	0.934
SLC4A1AP	0.40	5	0.31	0.621	11454	0.949	0.379	6548	0.934
DAPK3	0.40	5	0.31	0.621	11455	0.949	0.379	6547	0.934
GNG13	0.31	3	0.31	0.621	11456	0.949	0.379	6546	0.934
SMU1	0.36	4	0.31	0.621	11457	0.949	0.379	6545	0.934
TAS2R16	0.40	5	0.31	0.621	11458	0.949	0.379	6544	0.934
CAPZA2	0.36	4	0.31	0.621	11459	0.949	0.379	6543	0.934
TIAM2	0.40	5	0.31	0.621	11460	0.949	0.379	6542	0.934
ENHO	0.40	5	0.31	0.621	11461	0.949	0.379	6541	0.934
MCOLN3	0.40	5	0.31	0.621	11462	0.949	0.379	6540	0.934
KBTBD7	0.40	5	0.31	0.621	11463	0.949	0.379	6539	0.934
RAB11FIP3	0.40	5	0.31	0.621	11464	0.949	0.379	6538	0.934
SRD5A1	0.40	5	0.31	0.621	11465	0.949	0.379	6537	0.934
QPCT	0.40	5	0.31	0.621	11466	0.949	0.379	6536	0.934
CAP1	0.40	5	0.31	0.621	11467	0.949	0.379	6535	0.934
CEND1	0.40	5	0.31	0.621	11468	0.949	0.379	6534	0.934
ZG16B	0.41	5	0.31	0.621	11469	0.949	0.379	6533	0.934
CC2D1B	0.41	5	0.31	0.622	11470	0.949	0.378	6532	0.934
RMI2	0.41	5	0.31	0.622	11471	0.949	0.378	6531	0.934
TMEM88B	0.41	5	0.31	0.622	11472	0.949	0.378	6530	0.934
HIST1H4C	0.41	5	0.31	0.622	11473	0.949	0.378	6529	0.934
ZSCAN31	0.48	7	0.31	0.622	11474	0.949	0.378	6528	0.934
FZD1	0.41	5	0.31	0.622	11475	0.949	0.378	6527	0.934
ZNF672	0.41	5	0.31	0.622	11476	0.949	0.378	6526	0.934
DTX3	0.41	5	0.31	0.622	11477	0.949	0.378	6525	0.934
BCL2L15	0.41	5	0.31	0.622	11478	0.949	0.378	6524	0.934
PRR23B	0.32	3	0.31	0.622	11479	0.949	0.378	6523	0.934
HRH1	0.41	5	0.31	0.622	11480	0.949	0.378	6522	0.934
TRIM16L	0.41	5	0.31	0.622	11481	0.949	0.378	6521	0.934
KLRC2	0.32	3	0.31	0.622	11482	0.949	0.378	6520	0.934
LPCAT2	0.41	5	0.31	0.622	11483	0.949	0.378	6519	0.934
TPCN1	0.41	5	0.31	0.622	11484	0.949	0.378	6518	0.934
ELAVL4	0.41	5	0.31	0.622	11485	0.949	0.378	6517	0.934
RAB42	0.41	5	0.31	0.623	11486	0.949	0.377	6516	0.934
SF3A3	0.41	5	0.31	0.623	11487	0.949	0.377	6515	0.934
ST3GAL2	0.41	5	0.31	0.623	11488	0.949	0.377	6514	0.934
PKD2	0.41	5	0.31	0.623	11489	0.949	0.377	6513	0.934
HEATR3	0.37	4	0.31	0.623	11490	0.949	0.377	6512	0.934
MGP	0.49	7	0.31	0.623	11491	0.949	0.377	6511	0.934
